LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Prince George's,04,47A,002-007,GREEN,0,0,0,0,2
Prince George's,04,47A,002-007,LIBERTARIAN,0,0,0,0,3
Prince George's,04,47A,002-007,OTHER PARTIES,2,1,1,0,29
Prince George's,04,47A,002-007,REPUBLICAN,75,14,25,8,218
Prince George's,04,47A,002-007,UNAFFILIATED,61,19,50,5,319
Prince George's,04,47A,002-007,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,04,47A,002-008,DEMOCRATIC,460,101,234,35,2776
Prince George's,04,47A,002-008,GREEN,0,0,0,0,3
Prince George's,04,47A,002-008,LIBERTARIAN,1,0,0,0,7
Prince George's,04,47A,002-008,OTHER PARTIES,2,0,0,0,61
Prince George's,04,47A,002-008,REPUBLICAN,22,8,6,8,185
Prince George's,04,47A,002-008,UNAFFILIATED,47,3,11,4,472
Prince George's,04,47A,002-008,WORKING CLASS PARTY,1,0,0,0,7
Prince George's,04,47A,002-009,DEMOCRATIC,395,140,176,28,2361
Prince George's,04,47A,002-009,GREEN,0,0,0,0,3
Prince George's,04,47A,002-009,LIBERTARIAN,1,0,0,3,5
Prince George's,04,47A,002-009,OTHER PARTIES,5,2,1,1,62
Prince George's,04,47A,002-009,REPUBLICAN,25,11,9,1,150
Prince George's,04,47A,002-009,UNAFFILIATED,48,10,15,1,411
Prince George's,04,47A,002-009,WORKING CLASS PARTY,0,0,0,0,3
Prince George's,04,22,002-010,DEMOCRATIC,196,77,193,13,1573
Prince George's,04,22,002-010,GREEN,0,0,0,0,3
Prince George's,04,22,002-010,LIBERTARIAN,1,0,0,0,5
Prince George's,04,22,002-010,OTHER PARTIES,6,0,1,0,41
Prince George's,04,22,002-010,REPUBLICAN,20,7,5,1,128
Prince George's,04,22,002-010,UNAFFILIATED,30,5,21,4,340
Prince George's,04,22,002-010,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,04,22,002-011,DEMOCRATIC,6,0,3,0,54
Prince George's,04,22,002-011,GREEN,0,0,0,0,0
Prince George's,04,22,002-011,LIBERTARIAN,0,0,0,0,0
Prince George's,04,22,002-011,OTHER PARTIES,0,0,0,0,2
Prince George's,04,22,002-011,REPUBLICAN,0,0,1,0,8
Prince George's,04,22,002-011,UNAFFILIATED,1,0,0,0,22
Prince George's,04,22,002-011,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,05,23,003-001,DEMOCRATIC,198,120,111,15,871
Prince George's,05,23,003-001,GREEN,0,0,0,0,1
Prince George's,05,23,003-001,LIBERTARIAN,0,0,0,0,3
Prince George's,05,23,003-001,OTHER PARTIES,3,1,0,0,23
Prince George's,05,23,003-001,REPUBLICAN,54,15,17,2,154
Prince George's,05,23,003-001,UNAFFILIATED,25,12,25,6,184
Prince George's,05,23,003-001,WORKING CLASS PARTY,0,0,1,0,1
Prince George's,05,23,003-002,DEMOCRATIC,508,309,316,23,2542
Prince George's,05,23,003-002,GREEN,0,0,0,0,1
Prince George's,05,23,003-002,LIBERTARIAN,0,0,0,0,8
Prince George's,05,23,003-002,OTHER PARTIES,1,0,0,0,42
Prince George's,05,23,003-002,REPUBLICAN,27,20,12,1,184
Prince George's,05,23,003-002,UNAFFILIATED,75,8,16,5,380
Prince George's,05,23,003-002,WORKING CLASS PARTY,0,0,1,0,3
Prince George's,05,23,003-003,DEMOCRATIC,1209,779,714,48,4940
Prince George's,05,23,003-003,GREEN,1,1,0,0,3
Prince George's,05,23,003-003,LIBERTARIAN,1,0,1,0,11
Prince George's,05,23,003-003,OTHER PARTIES,5,3,1,3,41
Prince George's,05,23,003-003,REPUBLICAN,40,22,24,3,225
Prince George's,05,23,003-003,UNAFFILIATED,139,63,84,7,861
Prince George's,05,23,003-003,WORKING CLASS PARTY,1,0,0,0,1
Prince George's,05,25,003-004,DEMOCRATIC,476,282,387,21,2206
Prince George's,05,25,003-004,GREEN,0,0,0,0,0
Prince George's,05,25,003-004,LIBERTARIAN,0,0,0,0,2
Prince George's,05,25,003-004,OTHER PARTIES,3,2,3,0,42
Prince George's,05,25,003-004,REPUBLICAN,15,5,8,2,85
Prince George's,05,25,003-004,UNAFFILIATED,47,7,21,2,263
Prince George's,05,25,003-004,WORKING CLASS PARTY,0,0,0,0,2
Prince George's,05,23,003-005,DEMOCRATIC,410,310,239,92,2096
Prince George's,05,23,003-005,GREEN,1,0,0,0,2
Prince George's,05,23,003-005,LIBERTARIAN,0,0,0,0,2
Prince George's,05,23,003-005,OTHER PARTIES,3,1,2,0,37
Prince George's,05,23,003-005,REPUBLICAN,15,7,10,1,89
Prince George's,05,23,003-005,UNAFFILIATED,51,12,17,12,295
Prince George's,05,23,003-005,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,05,25,003-006,DEMOCRATIC,665,355,433,47,2778
Prince George's,05,25,003-006,GREEN,0,0,0,0,1
Prince George's,05,25,003-006,LIBERTARIAN,0,0,0,0,3
Prince George's,05,25,003-006,OTHER PARTIES,4,1,0,0,28
Prince George's,05,25,003-006,REPUBLICAN,19,5,7,1,89
Prince George's,05,25,003-006,UNAFFILIATED,60,18,30,4,400
Prince George's,05,25,003-006,WORKING CLASS PARTY,0,1,0,0,3
Prince George's,05,25,003-007,DEMOCRATIC,85,59,45,4,426
Prince George's,05,25,003-007,GREEN,0,0,0,0,1
Prince George's,05,25,003-007,LIBERTARIAN,0,0,0,0,0
Prince George's,05,25,003-007,OTHER PARTIES,0,0,0,0,9
Prince George's,05,25,003-007,REPUBLICAN,3,0,0,2,13
Prince George's,05,25,003-007,UNAFFILIATED,10,2,7,5,65
Prince George's,05,25,003-007,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,05,23,003-008,DEMOCRATIC,24,28,29,1,150
Prince George's,05,23,003-008,GREEN,0,0,0,0,0
Prince George's,05,23,003-008,LIBERTARIAN,0,0,1,0,1
Prince George's,05,23,003-008,OTHER PARTIES,0,1,0,0,8
Prince George's,05,23,003-008,REPUBLICAN,13,14,8,0,74
Prince George's,05,23,003-008,UNAFFILIATED,7,9,8,1,69
Prince George's,05,23,003-008,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,05,27B,004-001,DEMOCRATIC,127,107,92,39,672
Prince George's,05,27B,004-001,GREEN,0,0,0,0,1
Prince George's,05,27B,004-001,LIBERTARIAN,1,0,0,0,5
Prince George's,05,27B,004-001,OTHER PARTIES,2,0,0,0,19
Prince George's,05,27B,004-001,REPUBLICAN,70,53,18,4,316
Prince George's,05,27B,004-001,UNAFFILIATED,23,18,19,3,170
Prince George's,05,27B,004-001,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,05,23,004-002,DEMOCRATIC,110,42,73,4,471
Prince George's,05,23,004-002,GREEN,0,0,0,0,2
Prince George's,05,23,004-002,LIBERTARIAN,0,0,0,0,4
Prince George's,05,23,004-002,OTHER PARTIES,4,3,0,0,17
Prince George's,05,23,004-002,REPUBLICAN,66,28,12,1,212
Prince George's,05,23,004-002,UNAFFILIATED,26,11,16,0,139
Prince George's,05,23,004-002,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,05,27A,005-001,DEMOCRATIC,490,273,196,10,2038
Prince George's,05,27A,005-001,GREEN,0,0,0,0,3
Prince George's,05,27A,005-001,LIBERTARIAN,0,0,0,0,7
Prince George's,05,27A,005-001,OTHER PARTIES,5,0,0,0,20
Prince George's,05,27A,005-001,REPUBLICAN,28,4,12,2,129
Prince George's,05,27A,005-001,UNAFFILIATED,86,30,16,0,383
Prince George's,05,27A,005-001,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,04,26,005-002,DEMOCRATIC,333,201,384,43,1577
Prince George's,04,26,005-002,GREEN,2,0,0,0,4
Prince George's,04,26,005-002,LIBERTARIAN,2,1,0,0,3
Prince George's,04,26,005-002,OTHER PARTIES,7,2,0,0,30
Prince George's,04,26,005-002,REPUBLICAN,23,7,7,2,94
Prince George's,04,26,005-002,UNAFFILIATED,55,15,24,8,256
Prince George's,04,26,005-002,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,04,26,005-003,DEMOCRATIC,400,294,277,20,2124
Prince George's,04,26,005-003,GREEN,0,0,0,0,4
Prince George's,04,26,005-003,LIBERTARIAN,1,0,0,0,5
Prince George's,04,26,005-003,OTHER PARTIES,4,1,0,0,33
Prince George's,04,26,005-003,REPUBLICAN,38,17,16,1,141
Prince George's,04,26,005-003,UNAFFILIATED,36,12,23,2,311
Prince George's,04,26,005-003,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,04,26,005-004,DEMOCRATIC,547,421,463,21,2860
Prince George's,04,26,005-004,GREEN,0,0,1,0,6
Prince George's,04,26,005-004,LIBERTARIAN,2,0,0,0,2
Prince George's,04,26,005-004,OTHER PARTIES,7,3,0,1,45
Prince George's,04,26,005-004,REPUBLICAN,16,16,5,0,137
Prince George's,04,26,005-004,UNAFFILIATED,49,19,35,2,354
Prince George's,04,26,005-004,WORKING CLASS PARTY,0,0,0,0,3
Prince George's,04,26,005-005,DEMOCRATIC,650,301,468,54,2888
Prince George's,04,26,005-005,GREEN,0,0,0,0,0
Prince George's,04,26,005-005,LIBERTARIAN,1,0,0,0,6
Prince George's,04,26,005-005,OTHER PARTIES,5,3,0,0,57
Prince George's,04,26,005-005,REPUBLICAN,50,13,24,1,220
Prince George's,04,26,005-005,UNAFFILIATED,103,20,34,4,483
Prince George's,04,26,005-005,WORKING CLASS PARTY,1,0,0,1,4
Prince George's,04,26,005-006,DEMOCRATIC,444,345,497,38,2590
Prince George's,04,26,005-006,GREEN,0,0,0,0,5
Prince George's,04,26,005-006,LIBERTARIAN,1,1,0,0,8
Prince George's,04,26,005-006,OTHER PARTIES,4,0,1,1,45
Prince George's,04,26,005-006,REPUBLICAN,37,8,7,1,177
Prince George's,04,26,005-006,UNAFFILIATED,65,17,18,3,409
Prince George's,04,26,005-006,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,04,26,005-007,DEMOCRATIC,574,289,518,37,2667
Prince George's,04,26,005-007,GREEN,1,0,0,0,3
Prince George's,04,26,005-007,LIBERTARIAN,0,1,1,0,8
Prince George's,04,26,005-007,OTHER PARTIES,4,0,2,2,56
Prince George's,04,26,005-007,REPUBLICAN,48,15,23,1,249
Prince George's,04,26,005-007,UNAFFILIATED,67,23,49,9,480
Prince George's,04,26,005-007,WORKING CLASS PARTY,0,0,1,0,4
Prince George's,05,26,005-008,DEMOCRATIC,256,233,219,20,1398
Prince George's,05,26,005-008,GREEN,0,1,0,0,3
Prince George's,05,26,005-008,LIBERTARIAN,1,4,0,0,9
Prince George's,05,26,005-008,OTHER PARTIES,7,3,2,0,48
Prince George's,05,26,005-008,REPUBLICAN,89,43,21,2,323
Prince George's,05,26,005-008,UNAFFILIATED,63,24,30,3,359
Prince George's,05,26,005-008,WORKING CLASS PARTY,1,0,0,0,3
Prince George's,04,26,005-009,DEMOCRATIC,88,36,66,5,449
Prince George's,04,26,005-009,GREEN,0,0,0,0,0
Prince George's,04,26,005-009,LIBERTARIAN,0,0,0,0,1
Prince George's,04,26,005-009,OTHER PARTIES,3,1,0,0,11
Prince George's,04,26,005-009,REPUBLICAN,9,2,3,0,38
Prince George's,04,26,005-009,UNAFFILIATED,13,5,5,1,84
Prince George's,04,26,005-009,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,04,26,005-010,DEMOCRATIC,183,73,92,14,894
Prince George's,04,26,005-010,GREEN,0,0,0,0,0
Prince George's,04,26,005-010,LIBERTARIAN,0,0,0,0,2
Prince George's,04,26,005-010,OTHER PARTIES,1,1,0,1,18
Prince George's,04,26,005-010,REPUBLICAN,17,6,9,0,92
Prince George's,04,26,005-010,UNAFFILIATED,25,9,14,1,169
Prince George's,04,26,005-010,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,04,26,005-011,DEMOCRATIC,375,193,301,27,1785
Prince George's,04,26,005-011,GREEN,0,0,0,0,1
Prince George's,04,26,005-011,LIBERTARIAN,2,0,0,0,3
Prince George's,04,26,005-011,OTHER PARTIES,1,5,0,0,33
Prince George's,04,26,005-011,REPUBLICAN,23,7,6,1,98
Prince George's,04,26,005-011,UNAFFILIATED,39,9,19,2,250
Prince George's,04,26,005-011,WORKING CLASS PARTY,0,1,0,0,1
Prince George's,05,26,005-012,DEMOCRATIC,685,384,361,55,2733
Prince George's,05,26,005-012,GREEN,1,1,0,0,7
Prince George's,05,26,005-012,LIBERTARIAN,0,0,0,0,8
Prince George's,05,26,005-012,OTHER PARTIES,2,1,2,0,30
Prince George's,05,26,005-012,REPUBLICAN,44,20,14,1,185
Prince George's,05,26,005-012,UNAFFILIATED,87,23,40,3,466
Prince George's,05,26,005-012,WORKING CLASS PARTY,0,0,0,1,4
Prince George's,05,26,005-013,DEMOCRATIC,467,312,268,37,2115
Prince George's,05,26,005-013,GREEN,1,0,0,0,3
Prince George's,05,26,005-013,LIBERTARIAN,1,2,0,0,6
Prince George's,05,26,005-013,OTHER PARTIES,6,1,1,1,40
Prince George's,05,26,005-013,REPUBLICAN,49,24,21,4,239
Prince George's,05,26,005-013,UNAFFILIATED,53,21,32,6,384
Prince George's,05,26,005-013,WORKING CLASS PARTY,0,0,0,0,3
Prince George's,04,26,005-014,DEMOCRATIC,2,1,0,0,9
Prince George's,04,26,005-014,GREEN,0,0,0,0,0
Prince George's,04,26,005-014,LIBERTARIAN,0,0,0,0,0
Prince George's,04,26,005-014,OTHER PARTIES,0,0,0,0,0
Prince George's,04,26,005-014,REPUBLICAN,0,0,0,0,1
Prince George's,04,26,005-014,UNAFFILIATED,0,0,0,0,3
Prince George's,04,26,005-014,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,04,25,006-001,DEMOCRATIC,429,195,312,23,2970
Prince George's,04,25,006-001,GREEN,0,0,0,0,7
Prince George's,04,25,006-001,LIBERTARIAN,0,0,0,0,5
Prince George's,04,25,006-001,OTHER PARTIES,4,3,0,0,80
Prince George's,04,25,006-001,REPUBLICAN,13,6,9,0,129
Prince George's,04,25,006-001,UNAFFILIATED,32,9,18,3,337
Prince George's,04,25,006-001,WORKING CLASS PARTY,2,0,0,0,3
Prince George's,04,26,006-002,DEMOCRATIC,208,89,127,40,979
Prince George's,04,26,006-002,GREEN,0,0,0,0,1
Prince George's,04,26,006-002,LIBERTARIAN,0,0,0,0,1
Prince George's,04,26,006-002,OTHER PARTIES,2,0,0,1,22
Prince George's,04,26,006-002,REPUBLICAN,14,1,7,0,63
Prince George's,04,26,006-002,UNAFFILIATED,15,3,8,3,129
Prince George's,04,26,006-002,WORKING CLASS PARTY,0,1,0,0,1
Prince George's,04,24,006-003,DEMOCRATIC,526,187,336,27,3402
Prince George's,04,24,006-003,GREEN,1,0,0,0,3
Prince George's,04,24,006-003,LIBERTARIAN,0,1,2,0,8
Prince George's,04,24,006-003,OTHER PARTIES,4,0,0,0,82
Prince George's,04,24,006-003,REPUBLICAN,9,3,9,0,100
Prince George's,04,24,006-003,UNAFFILIATED,35,8,23,4,435
Prince George's,04,24,006-003,WORKING CLASS PARTY,1,0,0,1,5
Prince George's,04,25,006-004,DEMOCRATIC,372,167,181,31,2639
Prince George's,04,25,006-004,GREEN,0,0,0,0,6
Prince George's,04,25,006-004,LIBERTARIAN,0,0,1,0,4
Prince George's,04,25,006-004,OTHER PARTIES,6,1,0,0,47
Prince George's,04,25,006-004,REPUBLICAN,9,1,3,1,92
Prince George's,04,25,006-004,UNAFFILIATED,25,9,7,4,368
Prince George's,04,25,006-004,WORKING CLASS PARTY,1,0,0,0,2
Prince George's,04,25,006-005,DEMOCRATIC,221,140,127,39,1645
Prince George's,04,25,006-005,GREEN,0,0,1,0,5
Prince George's,04,25,006-005,LIBERTARIAN,0,0,0,0,0
Prince George's,04,25,006-005,OTHER PARTIES,1,3,0,0,30
Prince George's,04,25,006-005,REPUBLICAN,11,0,3,0,62
Prince George's,04,25,006-005,UNAFFILIATED,28,3,9,2,220
Prince George's,04,25,006-005,WORKING CLASS PARTY,0,0,0,0,5
Prince George's,04,24,006-006,DEMOCRATIC,320,140,185,58,2533
Prince George's,04,24,006-006,GREEN,0,0,0,0,2
Prince George's,04,24,006-006,LIBERTARIAN,0,0,0,0,1
Prince George's,04,24,006-006,OTHER PARTIES,1,2,1,1,53
Prince George's,04,24,006-006,REPUBLICAN,12,4,5,1,84
Prince George's,04,24,006-006,UNAFFILIATED,21,7,9,9,338
Prince George's,04,24,006-006,WORKING CLASS PARTY,0,0,0,0,3
Prince George's,04,26,006-007,DEMOCRATIC,519,253,315,31,2868
Prince George's,04,26,006-007,GREEN,0,0,0,0,3
Prince George's,04,26,006-007,LIBERTARIAN,1,0,2,0,10
Prince George's,04,26,006-007,OTHER PARTIES,4,1,1,1,53
Prince George's,04,26,006-007,REPUBLICAN,17,10,6,2,100
Prince George's,04,26,006-007,UNAFFILIATED,58,17,29,3,463
Prince George's,04,26,006-007,WORKING CLASS PARTY,0,0,0,0,2
Prince George's,04,26,006-008,DEMOCRATIC,239,150,185,17,1611
Prince George's,04,26,006-008,GREEN,0,0,0,0,1
Prince George's,04,26,006-008,LIBERTARIAN,0,0,0,0,2
Prince George's,04,26,006-008,OTHER PARTIES,0,0,0,0,37
Prince George's,04,26,006-008,REPUBLICAN,9,1,2,0,52
Prince George's,04,26,006-008,UNAFFILIATED,18,3,11,2,199
Prince George's,04,26,006-008,WORKING CLASS PARTY,1,0,0,0,5
Prince George's,04,25,006-009,DEMOCRATIC,175,62,85,25,1138
Prince George's,04,25,006-009,GREEN,1,0,0,0,4
Prince George's,04,25,006-009,LIBERTARIAN,0,0,0,0,3
Prince George's,04,25,006-009,OTHER PARTIES,1,0,0,0,30
Prince George's,04,25,006-009,REPUBLICAN,1,1,0,0,44
Prince George's,04,25,006-009,UNAFFILIATED,11,1,6,4,166
Prince George's,04,25,006-009,WORKING CLASS PARTY,0,0,0,0,2
Prince George's,04,25,006-010,DEMOCRATIC,362,178,203,25,2405
Prince George's,04,25,006-010,GREEN,0,0,0,0,2
Prince George's,04,25,006-010,LIBERTARIAN,0,0,0,0,5
Prince George's,04,25,006-010,OTHER PARTIES,2,1,1,0,49
Prince George's,04,25,006-010,REPUBLICAN,12,0,4,2,85
Prince George's,04,25,006-010,UNAFFILIATED,22,8,14,2,310
Prince George's,04,25,006-010,WORKING CLASS PARTY,0,0,0,0,5
Prince George's,04,25,006-011,DEMOCRATIC,335,172,263,32,1996
Prince George's,04,25,006-011,GREEN,0,0,0,0,2
Prince George's,04,25,006-011,LIBERTARIAN,0,0,0,0,3
Prince George's,04,25,006-011,OTHER PARTIES,1,2,0,1,35
Prince George's,04,25,006-011,REPUBLICAN,15,6,4,0,73
Prince George's,04,25,006-011,UNAFFILIATED,26,5,10,3,240
Prince George's,04,25,006-011,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,04,24,006-012,DEMOCRATIC,263,88,117,14,1616
Prince George's,04,24,006-012,GREEN,0,0,0,0,2
Prince George's,04,24,006-012,LIBERTARIAN,1,0,1,0,4
Prince George's,04,24,006-012,OTHER PARTIES,1,0,0,0,32
Prince George's,04,24,006-012,REPUBLICAN,5,2,3,0,49
Prince George's,04,24,006-012,UNAFFILIATED,15,4,6,3,193
Prince George's,04,24,006-012,WORKING CLASS PARTY,0,0,1,0,4
Prince George's,04,26,006-013,DEMOCRATIC,417,224,311,22,2083
Prince George's,04,26,006-013,GREEN,1,0,0,0,2
Prince George's,04,26,006-013,LIBERTARIAN,0,0,0,0,4
Prince George's,04,26,006-013,OTHER PARTIES,5,2,0,0,42
Prince George's,04,26,006-013,REPUBLICAN,30,5,21,3,125
Prince George's,04,26,006-013,UNAFFILIATED,52,15,15,4,317
Prince George's,04,26,006-013,WORKING CLASS PARTY,0,0,0,0,2
Prince George's,04,26,006-014,DEMOCRATIC,93,35,40,68,369
Prince George's,04,26,006-014,GREEN,0,0,0,0,0
Prince George's,04,26,006-014,LIBERTARIAN,1,0,0,0,3
Prince George's,04,26,006-014,OTHER PARTIES,1,0,0,0,12
Prince George's,04,26,006-014,REPUBLICAN,2,3,0,1,14
Prince George's,04,26,006-014,UNAFFILIATED,6,0,4,5,33
Prince George's,04,26,006-014,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,04,24,006-015,DEMOCRATIC,357,159,221,24,2666
Prince George's,04,24,006-015,GREEN,0,0,1,0,5
Prince George's,04,24,006-015,LIBERTARIAN,1,0,1,0,8
Prince George's,04,24,006-015,OTHER PARTIES,2,1,0,0,46
Prince George's,04,24,006-015,REPUBLICAN,10,1,6,1,83
Prince George's,04,24,006-015,UNAFFILIATED,32,6,9,0,301
Prince George's,04,24,006-015,WORKING CLASS PARTY,1,0,0,0,8
Prince George's,04,25,006-016,DEMOCRATIC,335,170,186,38,2537
Prince George's,04,25,006-016,GREEN,0,0,0,0,0
Prince George's,04,25,006-016,LIBERTARIAN,0,0,0,0,4
Prince George's,04,25,006-016,OTHER PARTIES,1,1,0,0,50
Prince George's,04,25,006-016,REPUBLICAN,9,6,3,1,99
Prince George's,04,25,006-016,UNAFFILIATED,23,5,8,4,341
Prince George's,04,25,006-016,WORKING CLASS PARTY,0,0,1,0,5
Prince George's,04,26,006-017,DEMOCRATIC,474,172,291,31,3067
Prince George's,04,26,006-017,GREEN,0,0,0,0,5
Prince George's,04,26,006-017,LIBERTARIAN,0,0,0,0,6
Prince George's,04,26,006-017,OTHER PARTIES,3,3,1,1,77
Prince George's,04,26,006-017,REPUBLICAN,10,0,2,1,84
Prince George's,04,26,006-017,UNAFFILIATED,41,9,15,5,392
Prince George's,04,26,006-017,WORKING CLASS PARTY,1,0,0,0,6
Prince George's,04,26,006-018,DEMOCRATIC,321,126,170,33,1770
Prince George's,04,26,006-018,GREEN,0,0,0,0,1
Prince George's,04,26,006-018,LIBERTARIAN,0,0,0,0,1
Prince George's,04,26,006-018,OTHER PARTIES,1,0,0,0,33
Prince George's,04,26,006-018,REPUBLICAN,16,4,19,2,111
Prince George's,04,26,006-018,UNAFFILIATED,34,5,17,3,288
Prince George's,04,26,006-018,WORKING CLASS PARTY,1,0,0,0,2
Prince George's,04,24,006-019,DEMOCRATIC,243,116,190,26,1865
Prince George's,04,24,006-019,GREEN,0,0,0,0,3
Prince George's,04,24,006-019,LIBERTARIAN,0,0,0,0,1
Prince George's,04,24,006-019,OTHER PARTIES,0,2,0,0,46
Prince George's,04,24,006-019,REPUBLICAN,2,2,5,0,58
Prince George's,04,24,006-019,UNAFFILIATED,18,5,6,5,248
Prince George's,04,24,006-019,WORKING CLASS PARTY,0,0,0,0,2
Prince George's,04,25,006-020,DEMOCRATIC,503,317,396,44,2863
Prince George's,04,25,006-020,GREEN,1,0,0,0,4
Prince George's,04,25,006-020,LIBERTARIAN,2,0,0,0,5
Prince George's,04,25,006-020,OTHER PARTIES,6,0,2,2,49
Prince George's,04,25,006-020,REPUBLICAN,12,1,1,0,65
Prince George's,04,25,006-020,UNAFFILIATED,37,13,23,1,347
Prince George's,04,25,006-020,WORKING CLASS PARTY,1,0,0,0,3
Prince George's,04,24,006-021,DEMOCRATIC,152,60,91,23,673
Prince George's,04,24,006-021,GREEN,0,0,0,0,0
Prince George's,04,24,006-021,LIBERTARIAN,0,0,0,0,1
Prince George's,04,24,006-021,OTHER PARTIES,3,1,0,0,15
Prince George's,04,24,006-021,REPUBLICAN,6,0,0,1,20
Prince George's,04,24,006-021,UNAFFILIATED,11,4,14,1,92
Prince George's,04,24,006-021,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,04,25,006-022,DEMOCRATIC,484,352,307,214,3347
Prince George's,04,25,006-022,GREEN,0,0,0,0,4
Prince George's,04,25,006-022,LIBERTARIAN,0,0,0,0,7
Prince George's,04,25,006-022,OTHER PARTIES,2,0,0,4,65
Prince George's,04,25,006-022,REPUBLICAN,6,5,7,6,100
Prince George's,04,25,006-022,UNAFFILIATED,36,12,12,14,377
Prince George's,04,25,006-022,WORKING CLASS PARTY,1,0,0,1,3
Prince George's,04,25,006-023,DEMOCRATIC,145,54,83,13,752
Prince George's,04,25,006-023,GREEN,0,0,0,0,1
Prince George's,04,25,006-023,LIBERTARIAN,0,0,0,0,1
Prince George's,04,25,006-023,OTHER PARTIES,0,0,0,1,12
Prince George's,04,25,006-023,REPUBLICAN,4,3,4,2,37
Prince George's,04,25,006-023,UNAFFILIATED,5,0,4,2,84
Prince George's,04,25,006-023,WORKING CLASS PARTY,1,0,0,0,4
Prince George's,04,25,006-024,DEMOCRATIC,110,86,76,1,800
Prince George's,04,25,006-024,GREEN,0,0,0,0,2
Prince George's,04,25,006-024,LIBERTARIAN,1,0,0,0,1
Prince George's,04,25,006-024,OTHER PARTIES,0,0,1,0,12
Prince George's,04,25,006-024,REPUBLICAN,3,1,4,0,29
Prince George's,04,25,006-024,UNAFFILIATED,8,5,8,1,98
Prince George's,04,25,006-024,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,04,25,006-025,DEMOCRATIC,57,37,46,1,294
Prince George's,04,25,006-025,GREEN,0,0,0,0,0
Prince George's,04,25,006-025,LIBERTARIAN,0,0,0,0,0
Prince George's,04,25,006-025,OTHER PARTIES,0,1,0,0,2
Prince George's,04,25,006-025,REPUBLICAN,0,1,0,0,5
Prince George's,04,25,006-025,UNAFFILIATED,2,2,1,0,22
Prince George's,04,25,006-025,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,04,24,006-026,DEMOCRATIC,177,85,118,28,1313
Prince George's,04,24,006-026,GREEN,0,0,0,0,0
Prince George's,04,24,006-026,LIBERTARIAN,0,0,0,0,3
Prince George's,04,24,006-026,OTHER PARTIES,1,0,0,1,21
Prince George's,04,24,006-026,REPUBLICAN,5,1,2,0,44
Prince George's,04,24,006-026,UNAFFILIATED,12,2,6,5,163
Prince George's,04,24,006-026,WORKING CLASS PARTY,0,0,0,0,3
Prince George's,04,25,006-027,DEMOCRATIC,159,65,64,12,974
Prince George's,04,25,006-027,GREEN,0,0,0,0,2
Prince George's,04,25,006-027,LIBERTARIAN,0,0,0,0,3
Prince George's,04,25,006-027,OTHER PARTIES,0,0,0,0,25
Prince George's,04,25,006-027,REPUBLICAN,13,0,6,0,74
Prince George's,04,25,006-027,UNAFFILIATED,17,5,7,3,181
Prince George's,04,25,006-027,WORKING CLASS PARTY,0,0,0,0,4
Prince George's,04,26,006-028,DEMOCRATIC,105,79,110,5,679
Prince George's,04,26,006-028,GREEN,0,0,0,0,2
Prince George's,04,26,006-028,LIBERTARIAN,0,0,0,0,0
Prince George's,04,26,006-028,OTHER PARTIES,4,0,0,0,12
Prince George's,04,26,006-028,REPUBLICAN,12,3,5,0,48
Prince George's,04,26,006-028,UNAFFILIATED,9,6,9,0,110
Prince George's,04,26,006-028,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,04,25,006-029,DEMOCRATIC,89,81,135,5,698
Prince George's,04,25,006-029,GREEN,0,0,0,0,0
Prince George's,04,25,006-029,LIBERTARIAN,0,0,0,0,1
Prince George's,04,25,006-029,OTHER PARTIES,1,0,0,0,11
Prince George's,04,25,006-029,REPUBLICAN,3,2,1,0,26
Prince George's,04,25,006-029,UNAFFILIATED,10,4,7,1,66
Prince George's,04,25,006-029,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,04,26,006-030,DEMOCRATIC,126,61,57,3,632
Prince George's,04,26,006-030,GREEN,0,0,0,0,1
Prince George's,04,26,006-030,LIBERTARIAN,0,0,0,0,1
Prince George's,04,26,006-030,OTHER PARTIES,2,0,0,0,11
Prince George's,04,26,006-030,REPUBLICAN,7,1,0,0,15
Prince George's,04,26,006-030,UNAFFILIATED,14,0,1,0,86
